"Survival rate to the last grade of lower secondary general education (%)"
"145","Myanmar","..","","..","","74","","78","","..","","..","","..","","..","","..","","..","","84","","..",""
"130","Namibia","..","","81","","..","","76","","..","","..","","78","","..","","..","","..","","..","","..",""
"147","Nepal","..","","..","","85","","..","","92","","94","","88","","91","","92","","94","","95","","..",""
"10","Netherlands","88","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"126","Nicaragua","72","","..","","70","","70","","..","","..","","..","","..","","..","","..","","..","","..",""
"189","Niger","72","","..","","53","","50","","35","","43","","44","","49","","54","","57","","47","","..",""
"82","North Macedonia","..","","96","","95","","95","","..","","..","","..","","..","","..","","..","","..","","..",""
"1","Norway","..","","..","","100","","100","","100","","98","","99","","100","","100","","100","","99","","..",""
"47","Oman","..","","88","","91","","..","","..","","98","","99","","96","","98","","98","","98","","..",""
"152","Pakistan","..","","..","","..","","..","","86","","92","","89","","94","","90","","94","","86","","..",""
"119","Palestine, State of","..","","..","","80","","..","","80","","87","","85","","83","","85","","85","","85","","..",""
"67","Panama","..","","..","","..","","..","","73","","77","","..","","..","","..","","..","","..","","..",""
"98","Paraguay","..","","..","","..","","..","","86","","84","","..","","..","","..","","..","","..","","..",""
"82","Peru","..","","..","","86","","87","","82","","78","","95","","89","","92","","96","","93","","94",""
"106","Philippines","..","","..","","..","","77","","..","","..","","..","","..","","86","","89","","..","","..",""
"32","Poland","100","","99","","..","","..","","..","","..","","..","","98","","98","","98","","..","","..",""
"40","Portugal","76","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"41","Qatar","93","","93","","..","","98","","99","","..","","97","","100","","100","","98","","96","","..",""
"52","Romania","..","","..","","..","","90","","93","","91","","91","","91","","83","","93","","..","","..",""
"49","Russian Federation","..","","..","","..","","96","","..","","97","","98","","97","","..","","98","","..","","..",""
"157","Rwanda","5","","..","","..","","..","","..","","68","","..","","66","","69","","78","","84","","..",""
"73","Saint Kitts and Nevis","..","","..","","..","","..","","91","","..","","..","","94","","94","","93","","..","","..",""
"89","Saint Lucia","..","","..","","96","","..","","95","","96","","95","","97","","..","","..","","97","","..",""
"94","Saint Vincent and the Grenadines","..","","..","","..","","..","","87","","86","","93","","93","","95","","92","","94","","..",""
"111","Samoa","..","","100","","100","","95","","96","","98","","..","","..","","99","","98","","97","","..",""
"..","San Marino","..","","..","","..","","..","","98","","98","","..","","..","","..","","..","","..","","..",""
"137","Sao Tome and Principe","..","","..","","..","","..","","85","","..","","..","","87","","89","","..","","81","","..",""
"36","Saudi Arabia","..","","..","","..","","..","","94","","100","","92","","91","","..","","..","","82","","..",""
"166","Senegal","..","","..","","68","","91","","87","","82","","75","","78","","73","","68","","68","","..",""
"63","Serbia","..","","..","","..","","..","","96","","96","","97","","97","","99","","96","","96","","..",""
"62","Seychelles","..","","..","","91","","..","","96","","..","","..","","97","","93","","99","","94","","..",""
"181","Sierra Leone","..","","..","","..","","..","","..","","93","","80","","..","","..","","..","","84","","..",""
"36","Slovakia","..","","..","","..","","86","","91","","91","","90","","88","","88","","..","","..","","..",""
"24","Slovenia","..","","91","","92","","..","","99","","99","","96","","99","","99","","98","","..","","..",""
"153","Solomon Islands","..","","..","","..","","..","","90","","85","","..","","..","","..","","..","","..","","..",""
"113","South Africa","83","","..","","..","","..","","..","","..","","..","","..","","..","","93","","..","","..",""
"25","Spain","..","","..","","..","","..","","..","","..","","..","","..","","91","","92","","..","","..",""
"71","Sri Lanka","79","","..","","..","","92","","94","","93","","95","","92","","92","","96","","97","","..",""
"168","Sudan","..","","..","","..","","..","","..","","..","","..","","92","","93","","90","","97","","..",""
"98","Suriname","..","","..","","..","","..","","72","","77","","76","","74","","75","","75","","74","","..",""
"8","Sweden","..","","..","","..","","..","","99","","..","","100","","100","","99","","..","","..","","..",""
"2","Switzerland","..","","..","","..","","..","","95","","98","","98","","98","","99","","99","","..","","..",""
"154","Syrian Arab Republic","72","","..","","77","","62","","65","","67","","10","","..","","..","","..","","..","","..",""
"125","Tajikistan","..","","..","","86","","93","","94","","95","","..","","..","","97","","98","","97","","..",""
"159","Tanzania (United Republic of)","..","","..","","..","","..","","..","","..","","58","","..","","..","","..","","..","","..",""
"77","Thailand","..","","..","","..","","..","","..","","..","","..","","..","","91","","92","","90","","..",""
"131","Timor-Leste","..","","..","","..","","..","","99","","93","","91","","..","","..","","96","","..","","..",""
"167","Togo","54","","69","","70","","74","","95","","..","","..","","58","","71","","66","","82","","..",""
"63","Trinidad and Tobago","..","","99","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"91","Tunisia","86","","87","","..","","74","","..","","..","","79","","76","","78","","..","","..","","..",""
"59","Turkey","78","","..","","..","","96","","79","","91","","96","","97","","90","","..","","..","","..",""
"..","Tuvalu","..","","..","","..","","..","","..","","..","","..","","..","","..","","74","","..","","..",""
"159","Uganda","..","","..","","60","","96","","59","","78","","89","","82","","..","","..","","63","","..",""
"88","Ukraine","99","","..","","97","","75","","99","","99","","99","","99","","62","","95","","98","","..",""
"35","United Arab Emirates","92","","..","","96","","96","","91","","90","","95","","97","","..","","..","","..","","..",""
"57","Uruguay","..","","..","","..","","89","","..","","..","","..","","..","","..","","..","","..","","..",""
"108","Uzbekistan","..","","..","","..","","96","","95","","96","","95","","99","","95","","98","","98","","..",""
"141","Vanuatu","..","","..","","..","","80","","..","","..","","..","","..","","..","","..","","..","","..",""
"96","Venezuela (Bolivarian Republic of)","60","","..","","75","","78","","84","","85","","82","","81","","76","","76","","75","","..",""
"118","Viet Nam","..","","..","","78","","..","","86","","83","","82","","89","","..","","91","","..","","..",""
"177","Yemen","..","","..","","..","","..","","..","","..","","85","","..","","..","","..","","..","","..",""
"143","Zambia","..","","..","","85","","..","","91","","91","","89","","..","","..","","..","","..","","..",""
"150","Zimbabwe","..","","..","","..","","..","","..","","..","","94","","..","","..","","..","","..","","..",""
"149","Angola","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"6","Australia","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"13","Canada","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"135","Micronesia (Federated States of)","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"115","Gabon","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
