"Primary school dropout rate (% of primary school cohort)"
"137","Sao Tome and Principe","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","7.3","","..",""
"36","Saudi Arabia","..","","..","","..","","..","","..","","1.3","","..","","..","","..","","25.8","","..","","..",""
"166","Senegal","..","","24.3","","37.1","","46.5","","40.8","","38.6","","42.6","","34.5","","41.8","","37.6","","37.9","","..",""
"63","Serbia","..","","..","","..","","..","","1.9","","1.6","","0.8","","1.7","","1.6","","1.9","","1.5","","..",""
"62","Seychelles","..","","..","","10.1","","..","","6.0","","..","","..","","..","","..","","3.2","","..","","..",""
"181","Sierra Leone","..","","..","","..","","..","","..","","..","","52.2","","..","","..","","48.9","","53.0","","..",""
"36","Slovakia","..","","3.6","","2.8","","2.6","","1.9","","2.0","","1.8","","2.1","","1.0","","1.3","","..","","..",""
"24","Slovenia","..","","1.5","","..","","..","","1.4","","1.2","","0.4","","1.0","","1.4","","1.1","","..","","..",""
"153","Solomon Islands","19.8","","..","","..","","..","","24.8","","36.6","","25.1","","28.5","","27.3","","19.0","","30.1","","..",""
"113","South Africa","32.1","","..","","..","","..","","..","","..","","..","","..","","..","","20.3","","..","","..",""
"25","Spain","..","","..","","..","","0.6","","2.2","","2.9","","..","","3.7","","2.6","","0.7","","..","","..",""
"71","Sri Lanka","5.6","","..","","..","","1.3","","2.7","","3.4","","1.5","","1.8","","..","","1.6","","1.6","","..",""
"168","Sudan","..","","..","","..","","..","","..","","20.1","","20.6","","26.6","","23.6","","16.1","","24.8","","..",""
"98","Suriname","..","","..","","..","","25.3","","14.9","","8.3","","12.5","","13.9","","8.3","","8.7","","31.6","","..",""
"8","Sweden","0.5","","..","","0.7","","1.1","","4.4","","..","","0.3","","0.4","","..","","..","","..","","..",""
"2","Switzerland","..","","..","","..","","..","","..","","..","","..","","..","","..","","0.6","","..","","..",""
"154","Syrian Arab Republic","7.5","","14.8","","11.3","","7.8","","4.4","","6.8","","..","","..","","..","","..","","..","","..",""
"125","Tajikistan","..","","..","","4.5","","0.6","","1.1","","2.0","","..","","1.6","","1.4","","0.9","","1.0","","..",""
"159","Tanzania (United Republic of)","28.1","","..","","26.1","","20.8","","..","","..","","35.7","","..","","..","","..","","..","","..",""
"77","Thailand","..","","..","","6.4","","..","","..","","..","","..","","..","","..","","..","","7.8","","..",""
"131","Timor-Leste","..","","..","","..","","..","","16.4","","21.8","","22.7","","18.8","","17.7","","19.5","","..","","..",""
"167","Togo","40.0","","39.1","","29.8","","19.4","","48.3","","32.9","","37.6","","47.2","","45.9","","..","","..","","..",""
