"Pupil-teacher ratio, primary school (number of pupils per teacher)"
"22","Korea (Republic of)","36","","30","","32","","28","","21","","19","","18","","17","","17","","17","","16","","..","","..",""
"57","Kuwait","18","","15","","14","","12","","8","","9","","9","","9","","9","","9","","9","","9","","..",""
"122","Kyrgyzstan","..","","..","","24","","24","","24","","25","","24","","25","","25","","26","","25","","25","","..",""
"140","Lao People's Democratic Republic","28","","30","","30","","31","","29","","27","","27","","26","","25","","24","","23","","22","","..",""
"39","Latvia","15","","13","","15","","12","","12","","11","","11","","11","","11","","11","","11","","..","","..",""
"93","Lebanon","..","","..","","14","","15","","14","","14","","14","","12","","12","","..","","12","","12","","..",""
"164","Lesotho","55","","48","","48","","42","","34","","34","","34","","33","","33","","33","","34","","33","","..",""
"176","Liberia","..","","..","","38","","..","","..","","27","","..","","..","","26","","30","","27","","..","","..",""
"18","Liechtenstein","..","","..","","..","","9","","6","","8","","7","","..","","8","","8","","8","","..","","..",""
"34","Lithuania","19","","16","","16","","14","","13","","12","","12","","13","","13","","13","","13","","..","","..",""
"21","Luxembourg","..","","..","","..","","11","","9","","9","","8","","8","","8","","8","","8","","..","","..",""
"162","Madagascar","40","","38","","48","","54","","40","","43","","43","","40","","42","","41","","41","","..","","..",""
"172","Malawi","..","","..","","..","","..","","79","","76","","74","","69","","73","","70","","..","","..","","..",""
"61","Malaysia","20","","20","","20","","17","","13","","12","","12","","12","","11","","12","","12","","12","","..",""
"104","Maldives","..","","..","","23","","20","","12","","12","","11","","11","","12","","10","","10","","10","","..",""
"184","Mali","45","","74","","65","","54","","50","","48","","..","","41","","42","","43","","39","","38","","..",""
"28","Malta","23","","22","","19","","18","","14","","13","","11","","14","","13","","13","","13","","..","","..",""
"161","Mauritania","44","","52","","45","","40","","37","","39","","40","","35","","34","","36","","36","","..","","..",""
"66","Mauritius","21","","24","","26","","22","","21","","20","","21","","20","","19","","19","","18","","18","","..",""
"76","Mexico","31","","29","","27","","28","","28","","28","","28","","28","","27","","27","","27","","27","","..",""
"135","Micronesia (Federated States of)","..","","..","","..","","..","","..","","..","","..","","..","","..","","20","","..","","..","","..",""
"107","Moldova (Republic of)","24","","24","","21","","18","","15","","15","","16","","16","","17","","17","","17","","18","","..",""
"..","Monaco","..","","17","","..","","..","","..","","..","","..","","..","","..","","13","","14","","10","","..",""
"92","Mongolia","30","","24","","33","","34","","30","","29","","29","","28","","27","","28","","30","","30","","..",""
"121","Morocco","25","","28","","29","","27","","26","","26","","26","","26","","26","","26","","27","","28","","..",""
"180","Mozambique","55","","58","","64","","66","","58","","55","","55","","55","","55","","55","","54","","52","","..",""
"145","Myanmar","45","","46","","33","","31","","28","","..","","..","","..","","28","","..","","22","","23","","..",""
"130","Namibia","..","","30","","32","","31","","30","","..","","..","","..","","..","","..","","..","","..","","..",""
"..","Nauru","..","","..","","21","","28","","..","","..","","..","","..","","39","","..","","40","","..","","..",""
"147","Nepal","39","","39","","38","","40","","32","","30","","28","","26","","24","","23","","22","","21","","..",""
"10","Netherlands","17","","..","","..","","..","","..","","12","","12","","12","","12","","12","","12","","..","","..",""
"14","New Zealand","18","","..","","18","","16","","14","","15","","15","","..","","14","","14","","15","","15","","..",""
"126","Nicaragua","33","","38","","36","","34","","30","","..","","..","","..","","..","","..","","..","","..","","..",""
"189","Niger","41","","39","","41","","44","","39","","39","","39","","36","","36","","37","","36","","36","","..",""
"158","Nigeria","41","","37","","43","","37","","38","","..","","..","","..","","..","","..","","..","","..","","..",""
"82","North Macedonia","..","","..","","22","","19","","16","","..","","15","","16","","15","","14","","..","","..","","..",""
"1","Norway","..","","..","","..","","..","","..","","..","","..","","9","","9","","9","","9","","..","","..",""
"47","Oman","28","","26","","25","","..","","..","","..","","..","","..","","..","","..","","..","","10","","..",""
"152","Pakistan","41","","..","","33","","38","","40","","40","","41","","43","","47","","46","","48","","45","","..",""
"55","Palau","..","","..","","16","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"119","Palestine, State of","..","","..","","36","","25","","28","","26","","24","","24","","24","","24","","24","","25","","..",""
"67","Panama","23","","..","","25","","24","","23","","23","","23","","22","","22","","22","","21","","..","","..",""
"155","Papua New Guinea","32","","..","","35","","..","","..","","..","","..","","..","","..","","..","","36","","..","","..",""
"98","Paraguay","25","","22","","..","","..","","..","","..","","24","","..","","..","","..","","..","","..","","..",""
"82","Peru","29","","28","","29","","23","","20","","20","","19","","18","","18","","18","","18","","18","","17",""
"106","Philippines","33","","34","","35","","35","","..","","..","","..","","..","","31","","30","","29","","..","","..",""
"32","Poland","..","","..","","..","","12","","9","","10","","10","","10","","10","","10","","11","","..","","..",""
"40","Portugal","15","","..","","13","","11","","11","","11","","12","","13","","13","","13","","13","","..","","..",""
"41","Qatar","12","","9","","..","","11","","12","","11","","10","","10","","11","","12","","12","","12","","..",""
"52","Romania","..","","22","","19","","17","","16","","17","","18","","..","","..","","19","","19","","..","","..",""
"49","Russian Federation","23","","..","","18","","17","","..","","..","","20","","20","","20","","20","","21","","..","","..",""
"157","Rwanda","50","","..","","54","","69","","65","","58","","59","","60","","58","","58","","58","","58","","..",""
"73","Saint Kitts and Nevis","22","","19","","19","","18","","14","","13","","15","","15","","14","","15","","14","","..","","..",""
"89","Saint Lucia","29","","27","","23","","22","","19","","18","","17","","17","","14","","15","","15","","15","","..",""
"94","Saint Vincent and the Grenadines","..","","..","","19","","..","","16","","..","","16","","15","","16","","15","","15","","14","","..",""
"111","Samoa","..","","18","","24","","..","","30","","..","","..","","..","","..","","..","","..","","..","","..",""
"..","San Marino","6","","..","","5","","..","","6","","6","","6","","..","","..","","..","","..","","..","","..",""
"137","Sao Tome and Principe","35","","..","","..","","31","","..","","30","","29","","31","","33","","39","","32","","31","","..",""
"36","Saudi Arabia","..","","..","","..","","11","","11","","11","","11","","11","","11","","11","","12","","..","","..",""
"166","Senegal","58","","60","","51","","42","","34","","33","","33","","32","","32","","32","","32","","33","","..",""
"63","Serbia","..","","..","","..","","..","","16","","15","","16","","15","","16","","15","","15","","14","","..",""
"62","Seychelles","..","","17","","15","","14","","13","","13","","13","","13","","13","","14","","14","","14","","..",""
"181","Sierra Leone","35","","..","","..","","..","","..","","31","","33","","35","","..","","34","","37","","39","","..",""
"9","Singapore","26","","25","","..","","..","","..","","..","","..","","..","","..","","..","","15","","..","","..",""
"36","Slovakia","..","","22","","18","","18","","15","","15","","15","","15","","15","","15","","..","","..","","..",""
"24","Slovenia","..","","15","","..","","15","","17","","17","","17","","17","","17","","17","","14","","..","","..",""
"153","Solomon Islands","19","","..","","..","","..","","20","","20","","19","","21","","20","","26","","25","","26","","..",""
"113","South Africa","..","","36","","35","","31","","30","","33","","33","","32","","33","","30","","..","","..","","..",""
"186","South Sudan","..","","..","","..","","..","","..","","50","","..","","..","","..","","47","","..","","..","","..",""
"25","Spain","23","","18","","15","","14","","12","","12","","13","","13","","13","","13","","13","","..","","..",""
"71","Sri Lanka","..","","28","","..","","22","","24","","24","","24","","24","","24","","23","","23","","23","","..",""
"168","Sudan","..","","..","","..","","29","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"98","Suriname","22","","..","","..","","19","","15","","14","","14","","14","","13","","13","","13","","13","","..",""
"8","Sweden","..","","11","","12","","10","","10","","9","","10","","12","","12","","12","","12","","..","","..",""
"2","Switzerland","..","","..","","..","","..","","..","","..","","11","","10","","10","","..","","10","","..","","..",""
"154","Syrian Arab Republic","26","","23","","25","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"125","Tajikistan","..","","23","","22","","21","","25","","23","","23","","23","","22","","22","","22","","22","","..",""
"159","Tanzania (United Republic of)","35","","37","","..","","56","","51","","..","","46","","43","","43","","..","","42","","47","","..",""
"77","Thailand","20","","..","","21","","..","","16","","16","","16","","..","","15","","17","","17","","16","","..",""
"131","Timor-Leste","..","","..","","..","","..","","30","","31","","..","","..","","..","","..","","..","","..","","..",""
"167","Togo","56","","55","","37","","34","","41","","41","","42","","41","","41","","42","","41","","40","","..",""
"105","Tonga","24","","21","","22","","20","","25","","24","","21","","26","","22","","22","","..","","..","","..",""
"63","Trinidad and Tobago","..","","..","","21","","17","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"91","Tunisia","30","","25","","23","","20","","17","","17","","17","","17","","17","","16","","16","","..","","..",""
"59","Turkey","30","","28","","..","","..","","..","","..","","20","","20","","19","","18","","..","","..","","..",""
"..","Tuvalu","..","","..","","20","","..","","..","","..","","..","","..","","..","","13","","17","","..","","..",""
"159","Uganda","29","","35","","59","","52","","49","","48","","49","","46","","..","","43","","43","","43","","..",""
"88","Ukraine","..","","..","","20","","19","","16","","16","","16","","16","","..","","12","","13","","13","","..",""
"35","United Arab Emirates","18","","17","","16","","15","","17","","17","","18","","16","","19","","24","","25","","..","","..",""
"15","United Kingdom","20","","..","","19","","17","","18","","17","","18","","18","","17","","..","","15","","..","","..",""
"15","United States","..","","16","","15","","14","","14","","14","","14","","14","","15","","14","","..","","..","","..",""
"57","Uruguay","22","","20","","21","","20","","14","","..","","..","","12","","11","","12","","11","","..","","..",""
"108","Uzbekistan","24","","20","","21","","20","","18","","16","","15","","16","","18","","19","","20","","21","","..",""
"141","Vanuatu","..","","..","","23","","..","","22","","..","","..","","23","","..","","27","","..","","..","","..",""
"118","Viet Nam","34","","35","","30","","22","","20","","20","","19","","19","","19","","19","","20","","20","","..",""
"177","Yemen","..","","..","","..","","..","","31","","30","","30","","..","","..","","..","","27","","..","","..",""
"143","Zambia","44","","39","","50","","56","","53","","56","","49","","48","","41","","43","","43","","42","","..",""
"150","Zimbabwe","36","","39","","37","","..","","..","","..","","36","","36","","..","","..","","..","","..","","..",""
