"Population with at least some secondary education, male (% ages 25 and older)"
"111","Indonesia","24.4","","27.6","","36.4","","45.2","","48.4","","49.2","","50.1","","50.9","","51.7","","51.7","","53.2","","53.2","","53.2"," a"
"65","Iran (Islamic Republic of)","36.2","","43.8","","54.7","","66.7","","64.7","","66.0","","67.3","","70.2","","70.2","","70.2","","70.9","","70.9","","72.0"," a"
"120","Iraq","31.0","","38.8","","43.4","","48.3","","50.2","","51.5","","52.9","","54.2","","55.5","","55.5","","56.8","","56.7","","56.5"," a,b"
"3","Ireland","58.3","","64.8","","67.9","","69.1","","78.0","","78.6","","80.4","","82.2","","84.0","","85.9","","86.3","","86.3","","86.3"," a,b"
"22","Israel","70.1","","71.5","","73.6","","73.0","","86.5","","87.0","","87.3","","89.8","","90.3","","90.3","","90.5","","90.5","","90.5"," a"
"29","Italy","55.7","","63.4","","69.0","","74.6","","79.0","","79.8","","80.5","","83.3","","83.1","","83.0","","83.0","","83.0","","83.0"," a"
"96","Jamaica","32.0","","45.0","","54.0","","54.1","","54.2","","54.2","","55.9","","57.7","","59.4","","61.1","","61.7","","62.4","","62.4"," a"
"19","Japan","68.2","","74.5","","79.3","","82.8","","85.8","","87.0","","88.2","","89.4","","90.6","","90.6","","91.6","","91.9","","92.2"," a,b"
"102","Jordan","29.4","","35.8","","41.9","","58.3","","78.5","","79.9","","81.3","","82.7","","84.2","","85.6","","85.8","","85.8","","85.9"," a,b"
"50","Kazakhstan","67.3","","79.2","","91.6","","97.9","","100.0","","98.9","","99.0","","99.1","","99.2","","99.3","","99.1","","99.1","","98.9"," a,b"
"147","Kenya","23.4","","27.4","","32.2","","36.2","","31.4","","32.1","","32.8","","33.7","","34.7","","35.6","","36.6","","36.6","","37.3"," a,b"
"22","Korea (Republic of)","77.3","","82.1","","84.9","","87.5","","89.1","","90.5","","91.8","","93.2","","94.6","","94.6","","95.6","","95.6","","95.6"," a"
"57","Kuwait","45.5","","48.6","","49.1","","42.2","","47.2","","47.5","","47.8","","48.1","","48.4","","48.7","","49.0","","49.3","","49.3"," a"
"122","Kyrgyzstan","71.0","","75.9","","79.7","","87.9","","96.8","","97.1","","97.5","","97.9","","98.3","","98.7","","98.5","","98.3","","98.3"," a,b"
"140","Lao People's Democratic Republic","18.9","","23.4","","27.8","","32.1","","37.0","","38.5","","39.9","","41.4","","42.8","","42.8","","44.3","","45.2","","46.0"," a,b"
"39","Latvia","61.2","","76.9","","88.2","","98.0","","98.8","","98.7","","99.0","","99.0","","99.3","","99.1","","99.1","","99.1","","99.1"," a,d"
"93","Lebanon","..","","..","","..","","..","","55.4","","55.4","","55.4","","55.4","","55.4","","55.4","","55.4","","55.4","","55.6"," a,e"
"164","Lesotho","11.6","","14.5","","18.4","","22.6","","18.4","","19.4","","20.4","","21.5","","22.5","","22.5","","23.1","","24.2","","25.1"," a,b"
"176","Liberia","30.2","","33.6","","35.5","","37.5","","39.3","","39.4","","39.5","","39.6","","39.7","","39.7","","39.8","","39.6","","39.6"," a,b"
"110","Libya","27.6","","32.7","","38.3","","40.5","","41.9","","42.5","","43.0","","43.6","","44.2","","44.2","","44.8","","45.0","","45.0"," a,b"
"34","Lithuania","74.8","","80.9","","85.8","","91.1","","93.9","","94.5","","94.3","","94.9","","95.6","","95.6","","96.4","","96.4","","97.5"," a"
"21","Luxembourg","60.2","","65.0","","63.9","","75.0","","100.0","","100.0","","100.0","","100.0","","99.4","","99.4","","100.0","","100.0","","100.0"," a"
"172","Malawi","9.8","","10.8","","13.2","","14.6","","21.6","","22.3","","22.9","","23.6","","24.2","","24.2","","24.9","","25.4","","25.9"," a,b"
"61","Malaysia","46.5","","55.7","","58.8","","49.9","","71.3","","73.0","","74.9","","76.8","","78.8","","80.7","","81.3","","81.3","","81.8"," a,b"
"104","Maldives","24.0","","20.8","","17.6","","15.0","","29.4","","32.6","","35.6","","38.5","","41.4","","44.3","","47.2","","49.3","","49.3"," a,b"
"184","Mali","5.0","","5.7","","7.2","","8.9","","13.9","","15.1","","15.4","","15.6","","15.9","","16.2","","16.4","","16.4","","16.4"," a,f"
"28","Malta","36.6","","40.2","","44.7","","67.8","","73.1","","75.0","","78.2","","80.4","","81.2","","81.2","","82.0","","82.0","","82.2"," a"
"117","Marshall Islands","..","","..","","..","","..","","92.5","","92.5","","92.5","","92.5","","92.5","","92.5","","92.5","","92.5","","92.5"," a"
"161","Mauritania","8.5","","12.0","","15.2","","18.4","","20.9","","21.5","","22.2","","22.8","","23.5","","23.5","","24.1","","24.5","","24.9"," a,b"
"66","Mauritius","40.0","","44.4","","44.7","","50.7","","56.8","","58.0","","60.8","","62.2","","63.6","","65.0","","66.4","","67.3","","68.1"," a,b"
"76","Mexico","33.9","","41.6","","43.3","","49.6","","54.8","","57.7","","60.6","","58.5","","59.0","","59.0","","61.0","","61.0","","61.1"," a"
"107","Moldova (Republic of)","75.9","","80.9","","84.9","","91.5","","95.7","","96.3","","96.6","","96.9","","97.3","","97.3","","97.4","","97.4","","97.4"," a"
"92","Mongolia","75.3","","78.9","","82.8","","83.5","","84.1","","84.5","","85.0","","85.4","","85.8","","85.8","","86.1","","86.3","","86.3"," a"
"52","Montenegro","..","","..","","89.0","","91.6","","94.1","","94.7","","95.2","","95.7","","96.2","","96.2","","96.4","","96.4","","97.5"," a"
"121","Morocco","16.9","","20.4","","23.9","","27.7","","30.2","","31.0","","31.7","","32.5","","33.2","","33.2","","34.0","","34.8","","35.6"," a,b"
"180","Mozambique","..","","..","","12.2","","15.8","","18.1","","19.4","","20.8","","22.1","","23.4","","24.8","","27.3","","27.3","","27.3"," a"
"145","Myanmar","10.7","","11.3","","11.7","","12.9","","15.3","","16.4","","17.6","","18.8","","20.0","","20.0","","21.2","","22.3","","22.3"," a,b"
"130","Namibia","36.9","","32.6","","29.3","","31.1","","34.4","","35.6","","36.7","","37.9","","39.0","","39.0","","40.2","","41.0","","41.9"," a,b"
"147","Nepal","27.5","","29.4","","30.0","","34.4","","38.2","","39.0","","39.7","","40.5","","41.2","","41.2","","42.0","","43.1","","44.2"," a,b"
"10","Netherlands","83.6","","85.9","","88.3","","90.4","","90.6","","90.2","","90.5","","89.6","","90.3","","90.3","","90.4","","90.4","","90.1"," a"
"14","New Zealand","66.1","","65.7","","74.3","","83.0","","93.2","","95.3","","95.5","","97.1","","98.7","","98.7","","98.8","","98.8","","96.6"," a"
"126","Nicaragua","27.3","","29.6","","31.5","","34.9","","38.3","","39.7","","41.2","","42.6","","44.1","","44.1","","45.5","","46.6","","46.6"," a,b"
"189","Niger","3.5","","5.1","","6.5","","7.3","","7.8","","7.9","","8.1","","8.3","","8.4","","8.4","","8.6","","8.9","","8.9"," a,b"
"82","North Macedonia","..","","..","","..","","..","","..","","..","","..","","..","","..","","55.6","","56.0","","56.0","","57.6"," a,f"
"1","Norway","70.0","","75.5","","87.4","","96.7","","93.3","","96.7","","96.0","","95.3","","94.6","","94.6","","95.1","","95.1","","94.8"," a"
"47","Oman","..","","..","","35.8","","48.8","","53.0","","54.0","","55.1","","56.1","","57.1","","57.1","","63.7","","63.7","","63.7"," a"
"152","Pakistan","19.2","","21.4","","24.0","","32.1","","44.9","","46.1","","45.1","","45.2","","47.3","","47.3","","47.3","","47.3","","47.3"," a"
"55","Palau","..","","..","","..","","..","","..","","..","","..","","97.3","","97.3","","97.3","","97.3","","97.3","","97.3"," a"
"119","Palestine, State of","..","","..","","49.6","","51.8","","56.1","","57.5","","59.4","","60.4","","61.2","","62.3","","62.3","","62.3","","62.2"," a"
"67","Panama","36.8","","41.3","","45.6","","52.7","","59.7","","61.3","","62.9","","64.5","","66.1","","67.7","","68.4","","68.4","","68.4"," a,b"
"155","Papua New Guinea","15.2","","18.9","","16.9","","15.2","","14.5","","14.6","","14.6","","14.7","","14.7","","14.7","","14.8","","15.0","","15.2"," a,b"
"98","Paraguay","30.8","","28.6","","24.6","","44.3","","37.1","","39.6","","42.1","","44.6","","47.0","","47.0","","49.2","","49.2","","48.3"," a"
"82","Peru","48.7","","54.8","","62.5","","50.9","","65.2","","65.0","","66.1","","66.7","","67.0","","67.0","","67.5","","67.5","","68.5"," a"
"106","Philippines","47.6","","48.5","","49.3","","62.7","","65.6","","66.7","","67.9","","69.0","","70.3","","71.5","","72.4","","72.4","","72.4"," a,b"
"32","Poland","61.3","","70.1","","73.6","","78.6","","84.3","","85.0","","85.5","","86.2","","86.9","","86.9","","86.9","","86.9","","88.1"," a"
"40","Portugal","18.6","","22.4","","26.5","","34.4","","41.6","","45.1","","47.3","","49.8","","52.2","","52.2","","53.4","","53.4","","54.8"," a"
"41","Qatar","39.4","","43.1","","46.7","","55.8","","46.7","","50.1","","59.0","","69.4","","67.8","","67.9","","68.0","","68.0","","66.1"," a"
"52","Romania","77.5","","82.0","","83.8","","87.8","","90.9","","91.6","","92.0","","92.5","","92.2","","92.2","","92.7","","92.7","","93.1"," a"
"49","Russian Federation","80.7","","88.2","","93.7","","94.6","","92.5","","93.1","","93.6","","94.2","","94.7","","95.3","","95.3","","95.3","","95.7"," a"
"157","Rwanda","4.5","","4.6","","5.9","","9.3","","13.3","","14.1","","14.9","","15.7","","16.4","","16.4","","17.0","","17.0","","17.9"," a,b"
"89","Saint Lucia","..","","..","","..","","..","","..","","..","","..","","42.0","","42.0","","42.0","","42.0","","42.0","","42.1"," a"
"111","Samoa","..","","..","","58.9","","64.1","","69.3","","70.4","","70.4","","70.4","","70.4","","70.4","","71.6","","71.6","","71.6"," a,g"
"137","Sao Tome and Principe","..","","..","","..","","..","","44.8","","44.8","","44.8","","44.8","","44.8","","44.8","","45.2","","45.2","","45.8"," a"
"36","Saudi Arabia","42.5","","45.4","","50.3","","54.5","","64.4","","66.3","","68.3","","70.3","","72.1","","74.0","","75.5","","75.5","","75.5"," a"
"166","Senegal","3.1","","4.6","","6.8","","10.1","","14.6","","15.5","","17.0","","18.6","","19.2","","19.2","","19.3","","20.1","","21.4"," a"
"63","Serbia","48.4","","54.6","","59.0","","75.4","","91.1","","89.5","","90.0","","90.5","","91.6","","93.0","","93.0","","93.0","","93.6"," a"
"181","Sierra Leone","11.8","","15.2","","16.9","","18.4","","21.7","","23.7","","25.7","","27.7","","29.7","","29.7","","31.7","","32.3","","32.9"," a,b"
"9","Singapore","34.6","","52.5","","70.7","","75.2","","79.9","","80.5","","81.0","","81.8","","81.9","","82.9","","82.9","","82.9","","83.3"," a"
"36","Slovakia","70.1","","80.0","","95.2","","97.7","","97.1","","97.0","","99.5","","99.5","","99.5","","99.4","","100.0","","100.0","","100.0"," a"
"24","Slovenia","81.4","","87.8","","94.3","","95.6","","97.0","","97.4","","98.0","","98.3","","98.4","","98.9","","98.9","","98.9","","98.3"," a"
"113","South Africa","40.0","","52.2","","57.6","","67.3","","73.8","","73.5","","75.9","","76.1","","76.2","","76.2","","77.4","","77.4","","78.2"," a"
"25","Spain","38.0","","50.1","","61.0","","65.8","","70.7","","72.1","","73.2","","74.9","","76.7","","76.7","","77.6","","77.6","","78.5"," a"
"71","Sri Lanka","54.3","","64.0","","74.6","","75.1","","75.7","","76.9","","78.1","","79.3","","80.6","","81.3","","82.5","","83.1","","83.1"," a,b"
"168","Sudan","10.7","","13.4","","16.3","","17.8","","18.2","","18.4","","18.5","","18.7","","18.8","","18.8","","19.0","","19.3","","19.6"," a,b"
"98","Suriname","..","","..","","43.5","","48.1","","52.9","","53.9","","54.8","","55.8","","56.8","","57.3","","57.8","","57.8","","60.1"," a"
"8","Sweden","69.3","","74.0","","81.1","","87.4","","86.0","","86.7","","87.3","","87.8","","88.3","","88.3","","88.7","","88.7","","89.0"," a"
"2","Switzerland","70.0","","70.8","","70.7","","75.3","","96.0","","96.2","","96.6","","97.0","","97.4","","97.4","","97.2","","97.2","","97.2"," a"
"154","Syrian Arab Republic","28.9","","29.8","","25.5","","32.6","","40.5","","41.2","","41.9","","42.7","","43.4","","43.4","","42.6","","42.6","","43.4"," a,b"
"125","Tajikistan","83.7","","90.5","","95.0","","96.8","","91.2","","90.5","","89.7","","89.0","","88.2","","88.2","","87.5","","87.0","","87.0"," a,b"
"159","Tanzania (United Republic of)","83.7","","7.7","","7.9","","9.7","","12.6","","13.2","","13.7","","14.5","","15.3","","16.0","","16.9","","16.9","","16.9"," a,b"
"77","Thailand","18.1","","21.4","","29.7","","36.0","","40.8","","41.9","","43.0","","44.1","","45.8","","45.8","","46.6","","47.5","","48.2"," a"
"167","Togo","30.1","","33.0","","35.1","","37.0","","40.3","","42.4","","44.6","","46.7","","48.9","","51.0","","52.5","","52.5","","54.0"," a,b"
"105","Tonga","65.6","","75.6","","73.7","","71.1","","84.7","","88.3","","89.2","","90.2","","91.1","","92.1","","92.3","","92.3","","93.4"," a,b"
"63","Trinidad and Tobago","36.7","","43.2","","50.9","","56.2","","60.2","","62.2","","64.3","","66.3","","68.4","","68.4","","69.1","","69.1","","71.2"," a,b"
"91","Tunisia","27.0","","31.9","","37.0","","41.9","","46.1","","47.3","","46.6","","48.3","","49.9","","49.9","","52.7","","52.7","","54.6"," a,b"
"59","Turkey","26.5","","32.5","","36.0","","40.2","","54.5","","58.4","","60.0","","61.5","","64.8","","64.8","","66.0","","66.0","","66.0"," a"
"159","Uganda","16.0","","16.9","","16.5","","20.1","","33.5","","32.6","","31.7","","31.9","","32.1","","32.1","","32.4","","32.4","","34.7"," a,b"
"88","Ukraine","83.9","","89.0","","91.4","","94.7","","95.9","","95.9","","95.9","","96.0","","96.0","","96.0","","96.0","","95.6","","95.2"," a,b"
"35","United Arab Emirates","42.2","","53.0","","61.1","","60.1","","61.2","","62.1","","62.9","","63.7","","64.5","","64.5","","65.3","","65.7","","65.7"," a,b"
"15","United Kingdom","53.6","","58.7","","62.9","","83.4","","99.9","","99.9","","84.9","","84.5","","84.6","","84.6","","85.2","","85.2","","85.7"," a"
"15","United States","83.4","","95.6","","94.4","","93.5","","94.6","","94.8","","94.8","","95.0","","95.1","","95.1","","95.2","","95.2","","95.5"," a"
"57","Uruguay","34.9","","39.6","","50.5","","49.8","","48.2","","49.0","","50.3","","50.6","","51.6","","51.6","","52.1","","52.1","","54.0"," a"
"108","Uzbekistan","..","","..","","..","","..","","..","","..","","..","","99.9","","99.9","","99.9","","99.9","","99.9","","99.9"," a"
"96","Venezuela (Bolivarian Republic of)","25.2","","29.2","","34.0","","41.5","","55.4","","60.1","","61.7","","63.3","","65.0","","65.0","","66.6","","66.6","","66.6"," a"
"118","Viet Nam","16.5","","25.9","","38.4","","56.6","","74.7","","75.2","","75.7","","76.2","","76.7","","77.2","","77.7","","77.7","","77.7"," a,b"
"177","Yemen","2.0","","6.9","","12.9","","18.4","","26.7","","28.3","","29.9","","31.5","","33.2","","33.2","","33.2","","34.8","","35.5"," a,b"
"143","Zambia","32.0","","34.1","","37.0","","42.4","","44.0","","45.2","","46.4","","47.6","","48.9","","48.9","","50.1","","52.4","","52.4"," a,b"
"150","Zimbabwe","33.7","","45.8","","55.4","","57.8","","61.5","","62.2","","63.0","","63.8","","64.7","","66.3","","66.3","","66.3","","66.3"," a"
"74","Antigua and Barbuda","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"156","Comoros","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"171","Djibouti","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"98","Dominica","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"182","Eritrea","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"135","Micronesia (Federated States of)","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"174","Guinea","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"178","Guinea-Bissau","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"144","Equatorial Guinea","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"78","Grenada","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"132","Kiribati","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"73","Saint Kitts and Nevis","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"18","Liechtenstein","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"162","Madagascar","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"158","Nigeria","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"153","Solomon Islands","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"186","South Sudan","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"62","Seychelles","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"108","Turkmenistan","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"131","Timor-Leste","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
