"Population with at least some secondary education, female (% ages 25 and older)"
"HDI Rank (2018)","Country","1990","","1995","","2000","","2005","","2010","","2011","","2012","","2013","","2014","","2015","","2016","","2017","","2018",""
"170","Afghanistan","2.3","","3.5","","4.5","","6.3","","5.9","","6.6","","7.3","","8.0","","8.8","","8.8","","9.5","","11.4","","13.2"," a,b"
"69","Albania","59.5","","60.6","","71.0","","75.4","","80.8","","81.8","","85.2","","87.7","","90.2","","92.7","","93.1","","93.1","","93.5"," a"
"82","Algeria","10.4","","14.5","","18.6","","20.9","","26.7","","28.5","","30.4","","32.3","","34.1","","34.1","","36.0","","37.5","","39.1"," a,b"
"36","Andorra","..","","..","","25.5","","43.4","","60.8","","63.6","","66.4","","69.2","","72.0","","72.0","","71.7","","71.5","","71.5"," a"
"149","Angola","..","","..","","..","","..","","..","","..","","..","","..","","22.2","","22.4","","23.0","","23.1","","23.1"," a"
"48","Argentina","36.3","","41.2","","46.1","","56.1","","56.3","","58.1","","59.9","","61.7","","63.5","","63.5","","65.3","","65.9","","66.5"," a,b"
"81","Armenia","85.0","","87.3","","90.0","","92.4","","95.5","","96.1","","96.9","","97.7","","98.5","","98.5","","96.9","","96.9","","96.9"," a"
"6","Australia","89.8","","87.9","","87.8","","90.3","","93.4","","93.7","","94.3","","91.1","","91.4","","91.4","","90.0","","90.0","","90.0"," a"
"20","Austria","49.0","","53.9","","77.0","","100.0","","100.0","","100.0","","100.0","","100.0","","98.7","","98.7","","98.7","","100.0","","100.0"," a"
"87","Azerbaijan","..","","..","","90.0","","90.0","","93.8","","93.8","","93.8","","93.8","","93.8","","93.8","","93.8","","93.8","","93.9"," a"
"60","Bahamas","..","","..","","91.2","","89.8","","88.5","","88.2","","87.9","","87.6","","87.4","","87.4","","87.4","","88.0","","88.0"," a"
"45","Bahrain","45.5","","51.8","","56.6","","56.5","","56.7","","57.9","","59.1","","60.4","","61.6","","61.6","","63.3","","63.7","","64.2"," a,b"
"135","Bangladesh","12.3","","16.7","","22.0","","25.6","","34.1","","36.0","","38.0","","40.0","","42.0","","42.0","","42.0","","44.0","","45.3"," a,b"
"56","Barbados","64.6","","76.3","","78.6","","87.5","","89.5","","90.4","","91.3","","92.1","","93.0","","93.0","","93.9","","94.2","","94.6"," a,b"
"50","Belarus","..","","..","","..","","..","","87.0","","87.0","","87.0","","87.0","","87.0","","87.0","","87.0","","87.0","","87.2"," a"
"17","Belgium","60.9","","67.5","","74.5","","74.1","","77.1","","77.5","","77.7","","79.4","","80.1","","80.1","","82.2","","82.2","","82.6"," a"
"103","Belize","21.1","","35.3","","49.5","","65.1","","76.4","","76.8","","77.1","","77.5","","77.9","","78.3","","78.6","","78.9","","78.9"," a"
"163","Benin","4.5","","6.7","","8.4","","9.5","","11.3","","12.4","","13.5","","14.6","","15.8","","15.8","","16.9","","18.2","","18.2"," a,b"
"134","Bhutan","..","","..","","..","","..","","..","","..","","5.8","","5.8","","5.8","","7.0","","7.3","","7.6","","7.6"," a"
"114","Bolivia (Plurinational State of)","37.0","","39.3","","38.2","","37.5","","42.9","","44.2","","45.5","","47.6","","49.6","","49.6","","49.7","","50.5","","52.8"," a"
"75","Bosnia and Herzegovina","..","","..","","..","","..","","44.8","","44.9","","53.1","","61.3","","69.5","","69.5","","71.7","","71.7","","73.1"," a"
"94","Botswana","41.0","","52.8","","60.9","","67.9","","73.6","","76.5","","79.4","","82.2","","85.1","","85.1","","88.0","","88.8","","89.6"," a,b"
"79","Brazil","20.6","","26.5","","33.7","","44.6","","51.9","","54.6","","55.8","","57.2","","57.7","","59.6","","60.3","","61.0","","61.0"," a"
"43","Brunei Darussalam","51.0","","59.4","","61.6","","60.7","","63.9","","64.8","","65.8","","66.7","","67.7","","67.7","","68.6","","69.1","","69.5"," a,b"
"52","Bulgaria","49.1","","65.3","","81.5","","88.2","","91.7","","92.4","","93.0","","93.0","","93.1","","93.1","","93.7","","93.7","","94.2"," a"
"182","Burkina Faso","..","","..","","..","","5.0","","5.5","","5.6","","5.8","","5.9","","6.0","","6.0","","6.0","","6.0","","6.0"," a,c"
"185","Burundi","1.8","","2.4","","3.1","","4.0","","5.3","","5.7","","6.2","","6.6","","7.1","","7.1","","7.1","","7.5","","7.5"," a,b"
"126","Cabo Verde","..","","..","","..","","..","","..","","..","","..","","..","","..","","28.2","","28.4","","28.7","","28.7"," a"
"146","Cambodia","4.6","","5.3","","6.1","","8.2","","9.9","","10.7","","11.5","","12.3","","13.2","","13.2","","14.0","","15.1","","15.1"," a,b"
"150","Cameroon","8.7","","12.0","","15.6","","21.0","","26.4","","27.7","","29.0","","30.3","","31.7","","31.7","","32.5","","32.5","","32.7"," a"
"13","Canada","83.3","","85.7","","88.2","","99.8","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0"," a,d"
"188","Central African Republic","4.0","","5.8","","7.4","","8.8","","10.1","","10.7","","11.2","","11.8","","12.3","","12.3","","12.9","","13.2","","13.4"," a,b"
"187","Chad","..","","..","","..","","..","","..","","..","","..","","..","","..","","1.7","","1.7","","1.7","","1.7"," a,c"
"42","Chile","49.0","","53.8","","65.6","","75.4","","73.3","","70.7","","72.2","","74.3","","76.1","","78.5","","79.0","","79.0","","79.0"," a"
"85","China","28.5","","35.5","","43.4","","51.0","","58.7","","61.4","","64.2","","67.0","","69.8","","69.8","","72.6","","74.0","","75.4"," a,b"
"79","Colombia","31.0","","37.0","","38.0","","40.9","","45.0","","56.9","","57.8","","58.0","","50.3","","50.3","","51.1","","51.1","","53.1"," a"
"138","Congo","22.0","","31.1","","39.6","","40.1","","39.7","","41.0","","42.3","","43.7","","45.0","","45.0","","46.3","","46.7","","46.7"," a,b"
"179","Congo (Democratic Republic of the)","5.2","","10.0","","11.0","","11.9","","12.8","","13.2","","13.6","","27.5","","30.6","","33.6","","36.7","","36.7","","36.7"," a"
"68","Costa Rica","33.2","","37.9","","42.0","","47.9","","49.1","","50.1","","50.7","","52.6","","54.5","","54.5","","53.8","","53.8","","53.8"," a"
"46","Croatia","42.3","","55.2","","68.6","","76.9","","83.6","","85.0","","87.3","","89.7","","92.0","","94.3","","94.5","","94.5","","94.5"," a"
"72","Cuba","51.9","","60.8","","65.8","","69.8","","76.5","","77.8","","79.1","","81.5","","83.9","","85.1","","86.2","","86.7","","86.7"," a,b"
